commodity,from_id,to_id,flow
p0,p0,oft_steel12,6.912239967510096
p3,t173,oft_steel5,8.012699894060122
p3,t167,t144,13.07592510917492
p3,t144,oft_steel4,13.07592510917492
p3,t167,t173,8.012699894060122
p3,p3,t167,21.08862500323504
p4,t84,t147,5.670765510101367
p4,p4,t84,5.670765510101367
p4,t147,oft_steel2,5.670765510101367
p5,p5,t80,45.95750287215579
p5,t80,t147,29.59990024984841
p5,t148,oft_steel3,16.357602622307382
p5,t147,oft_steel2,29.59990024984841
p5,t80,t148,16.357602622307382
p6,t106,t148,33.02870770454897
p6,t148,oft_steel3,33.02870770454897
p6,p6,t106,33.02870770454897
p7,p7,oft_steel1,31.30222124173103
p7,p7,oft_f1,3.460028401289609
p8,t15,oft_f5,9.068514245158575
p8,t18,t15,9.068514245158575
p8,t18,t94,36.43352326345116
p8,p8,t18,45.50203750860973
p8,t94,oft_steel8,33.94899695753783
p8,t94,oft_steel9,2.4845263059133273
p9,p9,t163,26.802860518347174
p9,t147,oft_steel2,26.802860518347174
p9,t163,t147,26.802860518347174
p11,t49,t93,9.068514245158575
p11,t49,t94,31.464470651624502
p11,p11,t77,9.322271907391197
p11,t127,oft_f4,9.068514245158575
p11,t93,oft_f6,9.068514245158575
p11,t147,oft_steel2,9.322271907391197
p11,p11,t49,49.60149914194165
p11,t49,t127,9.068514245158575
p11,t77,t147,9.322271907391197
p11,t94,oft_steel9,31.464470651624502
p13,t23,t147,1.168900892740382
p13,p13,oft_f7,5.966127792867484
p13,p13,t23,1.168900892740382
p13,p13,oft_steel10,1.8322530154825252
p13,t147,oft_steel1,1.168900892740382
p15,p15,t162,8.05201785918562
p15,t162,t147,8.05201785918562
p15,t147,oft_steel1,8.05201785918562
p16,p16,oft_steel7,7.9198452357112075
p16,p16,oft_f10,3.9376443432925394
p16,p16,oft_steel6,6.534721784173428
p17,p17,oft_steel1,6.374990969739997
p19,p19,t80,16.107019818072217
p19,p19,oft_f9,10.73903002716147
p19,t80,t147,16.107019818072217
p19,t147,oft_steel2,16.107019818072217
p20,t173,oft_steel5,15.034398769545282
p20,t163,t148,12.509278838950637
p20,t148,oft_steel3,12.509278838950637
p20,p20,t163,27.54367760849592
p20,t163,t173,15.034398769545282
p21,t106,t147,19.477078422050784
p21,t106,t107,14.885656007177264
p21,t107,oft_steel11,14.885656007177264
p21,t147,oft_steel1,19.477078422050784
p21,p21,t106,34.36273442922805
p22,t84,t148,8.407552095681863
p22,p22,t84,8.407552095681863
p22,t148,oft_steel3,8.407552095681863
p23,p23,oft_f2,5.290818679501052
p25,p25,t165,4.007038293405064
p25,t165,oft_steel4,4.007038293405064
p26,t77,t148,34.6301220618099
p26,p26,t77,34.6301220618099
p26,t148,oft_steel3,34.6301220618099
p27,p27,oft_f3,3.8036781738473557
p27,p27,oft_f1,8.830194852017407
p28,p28,oft_steel10,4.81195669241884
p30,p30,oft_steel7,3.571734920952385
p30,p30,oft_f11,3.9376443432925394
p31,p31,oft_steel6,18.15545782130863
p31,p31,oft_f12,3.9376443432925394
p32,t173,oft_steel5,1.6430809418766525
p32,t123,t173,1.6430809418766525
p32,p32,oft_steel12,5.432849835230933
p32,p32,t123,1.6430809418766525
p34,p34,oft_steel7,13.198599448818467
p34,t80,t147,4.099631158879255
p34,t147,oft_steel1,4.099631158879255
p34,p34,t80,4.099631158879255
p35,p35,t62,3.2711106432539743
p35,t147,oft_steel1,3.2711106432539743
p35,t62,t147,3.2711106432539743
p37,p37,oft_f8,5.966127792867484
p37,p37,oft_steel11,0.545706246249023
p38,p38,oft_steel10,8.78715254552492
p39,p39,oft_f3,8.48654507945966
p39,p39,oft_f2,6.999404573805964
p42,p42,t1,10.381155882439561
p42,t1,t147,10.381155882439561
p42,t147,oft_steel1,10.381155882439561
p43,t147,oft_steel2,17.430445319538393
p43,t147,oft_steel1,8.704581045564524
p43,t163,t147,26.135026365102917
p43,p43,t163,26.135026365102917
p44,t153,t147,3.460020531205808
p44,t147,oft_steel1,3.460020531205808
p44,p44,t153,3.460020531205808
p46,p46,t168,7.607216202902074
p46,t144,oft_steel4,7.607216202902074
p46,t168,t144,7.607216202902074
p49,p49,oft_steel1,8.641554676507834
pf44,pf44,oft_ship144,290.12
