Index,LCOA,Latitude,Longitude,Production,Max_capacity,Electricity_Cost_Frac
-55_-71_1000000.0,219.95,-55,-71,1000000,0,0.413811911
-55_-70_1000000.0,314.06,-55,-70,1000000,0,0.414755926
-55_-69_1000000.0,446.49,-55,-69,1000000,0.001263344,0.454145768
-55_-68_1000000.0,431.83,-55,-68,1000000,0.023626596,0.453011814
-55_-67_1000000.0,341.05,-55,-67,1000000,0.030572771,0.457805189
-54_-72_1000000.0,283.23,-54,-72,1000000,0.008444681,0.42966481
-54_-70_1000000.0,307.01,-54,-70,1000000,0.01979507,0.43343693
-54_-69_1000000.0,300.06,-54,-69,1000000,0.081016832,0.412172308
-54_-68_1000000.0,282.04,-54,-68,1000000,0.082612246,0.415244145
-53_-74_1000000.0,216.88,-53,-74,1000000,0,0.419857965
-53_-73_1000000.0,432.13,-53,-73,1000000,0.000705181,0.486943613
-53_-72_1000000.0,364.55,-53,-72,1000000,0.027143807,0.434729284
-53_-71_1000000.0,265.12,-53,-71,1000000,0.062159507,0.422746132
-53_-70_1000000.0,245.26,-53,-70,1000000,0.091070934,0.423464577
-53_-69_1000000.0,239.95,-53,-69,1000000,0.128398802,0.422120417
-52_-75_1000000.0,215.26,-52,-75,1000000,0,0.416358477
-52_-74_1000000.0,217.19,-52,-74,1000000,0.001628947,0.416880343
-52_-73_1000000.0,409.51,-52,-73,1000000,0.010038997,0.442394015
-52_-72_1000000.0,317.04,-52,-72,1000000,0.089344301,0.429237891
-52_-71_1000000.0,264.89,-52,-71,1000000,0.141450417,0.414044688
-52_-70_1000000.0,259.07,-52,-70,1000000,0.143063728,0.417695218
-52_-69_1000000.0,248.76,-52,-69,1000000,0.085579849,0.428304412
-52_-60_1000000.0,240.92,-52,-60,1000000,0.065119535,0.414604042
-52_-59_1000000.0,236.81,-52,-59,1000000,0.072383001,0.412991598
-51_-75_1000000.0,247.45,-51,-75,1000000,0,0.418978095
-51_-74_1000000.0,417.95,-51,-74,1000000,0.000462387,0.491590067
-51_-73_1000000.0,397.91,-51,-73,1000000,0.034784388,0.422766268
-51_-72_1000000.0,340.68,-51,-72,1000000,0.620632371,0.384721191
-51_-71_1000000.0,314.74,-51,-71,1000000,0.268918172,0.433063377
-51_-70_1000000.0,269.33,-51,-70,1000000,0.262750286,0.418567145
-50_-74_1000000.0,446.78,-50,-74,1000000,0,0.424467368
-50_-73_1000000.0,320.51,-50,-73,1000000,0.188101167,0.354953847
-50_-72_1000000.0,328.27,-50,-72,1000000,0.778347266,0.380192618
-50_-71_1000000.0,309.4,-50,-71,1000000,0.861367042,0.359894611
-50_-70_1000000.0,292.6,-50,-70,1000000,0.307797804,0.428620634
-50_-69_1000000.0,298.44,-50,-69,1000000,0.183525059,0.433043704
-50_-68_1000000.0,261.26,-50,-68,1000000,0.085593558,0.441799064
-49_-75_1000000.0,499.6,-49,-75,1000000,0.101319312,0.452015095
-49_-74_1000000.0,466,-49,-74,1000000,0.053075082,0.411978358
-49_-73_1000000.0,330.12,-49,-73,1000000,0.31884257,0.352534665
-49_-72_1000000.0,294.77,-49,-72,1000000,1.489958597,0.331765128
-49_-71_1000000.0,300.29,-49,-71,1000000,1.50651784,0.336284431
-49_-70_1000000.0,299.13,-49,-70,1000000,0.72885789,0.384371217
-49_-69_1000000.0,274.19,-49,-69,1000000,0.285136301,0.436671427
-49_-68_1000000.0,266.4,-49,-68,1000000,0.210879123,0.439936898
-49_69_1000000.0,218.33,-49,69,1000000,0,0.423377975
-48_-75_1000000.0,348.16,-48,-75,1000000,0.001725415,0.471186436
-48_-74_1000000.0,492.35,-48,-74,1000000,0.060751313,0.413373797
-48_-73_1000000.0,423.46,-48,-73,1000000,0.164560912,0.409190044
-48_-72_1000000.0,298.08,-48,-72,1000000,0.950436159,0.343624568
-48_-71_1000000.0,290.9,-48,-71,1000000,1.67392885,0.349945142
-48_-70_1000000.0,285.72,-48,-70,1000000,0.708857367,0.399660215
-48_-69_1000000.0,257.69,-48,-69,1000000,0.422552121,0.427956666
-48_-68_1000000.0,281.58,-48,-68,1000000,0.444493142,0.429888399
-48_-67_1000000.0,266.8,-48,-67,1000000,0.394295814,0.440416586
-48_-66_1000000.0,253.67,-48,-66,1000000,0.148515037,0.441674132
-47_-74_1000000.0,482.23,-47,-74,1000000,0,0.432934964
-47_-73_1000000.0,366.33,-47,-73,1000000,0.117432888,0.383771517
-47_-72_1000000.0,298.58,-47,-72,1000000,0.819476856,0.339039937
-47_-71_1000000.0,284.38,-47,-71,1000000,1.738186351,0.331163688
-47_-70_1000000.0,282.03,-47,-70,1000000,0.866217212,0.386279654
-47_-69_1000000.0,287.52,-47,-69,1000000,1.510696033,0.35724772
-47_-68_1000000.0,267.76,-47,-68,1000000,0.341594683,0.438205242
-47_-67_1000000.0,256.2,-47,-67,1000000,0.266756826,0.440606502
-47_168_1000000.0,297.4,-47,168,1000000,0.001067571,0.448014988
-46_-75_1000000.0,283.59,-46,-75,1000000,8.10E-05,4.47E-01
-46_-74_1000000.0,448.81,-46,-74,1000000,7.58E-05,4.19E-01
-46_-73_1000000.0,417.57,-46,-73,1000000,0.158251904,0.386941539
-46_-72_1000000.0,309.23,-46,-72,1000000,0.712467655,0.350137408
-46_-71_1000000.0,266.91,-46,-71,1000000,0.479417152,0.409741472
-46_-70_1000000.0,253.7,-46,-70,1000000,0.557635678,0.418976621
-46_-69_1000000.0,270.04,-46,-69,1000000,0.646552238,0.413409036
-46_-68_1000000.0,262.24,-46,-68,1000000,0.555928506,0.423944552
-46_167_1000000.0,352.74,-46,167,1000000,3.55E-05,4.63E-01
-46_168_1000000.0,352.89,-46,168,1000000,1.233992035,0.38484589
-46_169_1000000.0,348.55,-46,169,1000000,1.461633757,0.383638531
-46_170_1000000.0,341.68,-46,170,1000000,0.400691903,0.388415589
-45_-73_1000000.0,430.36,-45,-73,1000000,0.040057961,0.391541956
-45_-72_1000000.0,343.17,-45,-72,1000000,0.315843926,0.367606618
-45_-71_1000000.0,274.56,-45,-71,1000000,0.498762593,0.401079515
-45_-70_1000000.0,270.72,-45,-70,1000000,0.628726836,0.407306381
-45_-69_1000000.0,277.22,-45,-69,1000000,1.782755796,0.370096337
-45_-68_1000000.0,273.2,-45,-68,1000000,0.934066887,0.40760202
-45_-67_1000000.0,263.21,-45,-67,1000000,0.400713359,0.422464832
-45_-66_1000000.0,247.64,-45,-66,1000000,0.002828446,0.439935005
-45_168_1000000.0,351.29,-45,168,1000000,0.003848257,0.379125991
-45_169_1000000.0,326.28,-45,169,1000000,0.338546822,0.360039239
-45_170_1000000.0,314.73,-45,170,1000000,0.695249781,0.359620024
-45_171_1000000.0,318.34,-45,171,1000000,0.367078797,0.367587886
-44_-73_1000000.0,409.91,-44,-73,1000000,0.001392984,0.39734258
-44_-72_1000000.0,368.32,-44,-72,1000000,0.215444596,0.383442898
-44_-71_1000000.0,287.22,-44,-71,1000000,1.552294881,0.335875468
-44_-70_1000000.0,273.7,-44,-70,1000000,0.807133391,0.388030003
-44_-69_1000000.0,273.96,-44,-69,1000000,1.729863484,0.368602764
-44_-68_1000000.0,273.75,-44,-68,1000000,1.493271165,0.376211225
-44_-67_1000000.0,265.59,-44,-67,1000000,0.701751545,0.41833563
-44_-66_1000000.0,252.99,-44,-66,1000000,0.337271997,0.438028716
-44_169_1000000.0,354.37,-44,169,1000000,0.001228105,0.374956277
-44_170_1000000.0,314.38,-44,170,1000000,0.279271273,0.360098588
-44_171_1000000.0,309.7,-44,171,1000000,0.732469682,0.353773806
-43_-74_1000000.0,351.49,-43,-74,1000000,0.003993974,0.445614603
-43_-72_1000000.0,351.61,-43,-72,1000000,0.06223288,0.37743323
-43_-71_1000000.0,289.77,-43,-71,1000000,1.605772038,0.339583328
-43_-70_1000000.0,278.05,-43,-70,1000000,2.321911063,0.338596767
-43_-69_1000000.0,268.97,-43,-69,1000000,2.765557923,0.336897846
-43_-68_1000000.0,265.84,-43,-68,1000000,1.102127025,0.387343726
-43_-67_1000000.0,275.74,-43,-67,1000000,2.783280681,0.341491103
-43_-66_1000000.0,267.41,-43,-66,1000000,0.630538186,0.424294882
-43_-65_1000000.0,258.32,-43,-65,1000000,0.104142507,0.441566166
-43_146_1000000.0,359.92,-43,146,1000000,0.001832216,0.45343231
-43_147_1000000.0,329.35,-43,147,1000000,0.130361924,0.371187033
-43_171_1000000.0,353.41,-43,171,1000000,0.452878303,0.38311562
-43_172_1000000.0,311.22,-43,172,1000000,0.391348782,0.35789203
-43_173_1000000.0,302.27,-43,173,1000000,0.445150146,0.344641913
-42_-74_1000000.0,320.44,-42,-74,1000000,0.01208855,0.427680054
-42_-72_1000000.0,349.45,-42,-72,1000000,0.003412723,0.373968647
-42_-71_1000000.0,276.36,-42,-71,1000000,1.58232089,0.331893018
-42_-70_1000000.0,265.35,-42,-70,1000000,2.736156617,0.338310445
-42_-69_1000000.0,263.97,-42,-69,1000000,2.255563292,0.340250807
-42_-68_1000000.0,260.21,-42,-68,1000000,0.886386197,0.375069732
-42_-67_1000000.0,267.58,-42,-67,1000000,0.950459565,0.376804697
-42_-66_1000000.0,256.09,-42,-66,1000000,0.442998793,0.442685695
-42_146_1000000.0,357.38,-42,146,1000000,0.004222953,0.414490897
-42_147_1000000.0,304.09,-42,147,1000000,0.505900809,0.349652476
-42_148_1000000.0,298.27,-42,148,1000000,0.244093387,0.353931678
-42_172_1000000.0,355.78,-42,172,1000000,0.036863607,0.388525133
-42_173_1000000.0,302.78,-42,173,1000000,0.369927156,0.358081492
-42_174_1000000.0,294.29,-42,174,1000000,0.299732713,0.348441951
-41_-73_1000000.0,340.22,-41,-73,1000000,0.40822049,0.382768454
-41_-72_1000000.0,329.42,-41,-72,1000000,0.001170816,0.361437642
-41_-71_1000000.0,276.99,-41,-71,1000000,1.123747108,0.329894888
-41_-70_1000000.0,267.49,-41,-70,1000000,2.555181903,0.331927083
-41_-69_1000000.0,264.19,-41,-69,1000000,2.281532106,0.337387937
-41_-68_1000000.0,264.3,-41,-68,1000000,1.655537595,0.351371725
-41_-67_1000000.0,267.99,-41,-67,1000000,0.682952408,0.356776917
-41_-66_1000000.0,275.76,-41,-66,1000000,0.94545415,0.376694255
-41_-64_1000000.0,255.44,-41,-64,1000000,0.331156412,0.440662352
-41_-63_1000000.0,263.01,-41,-63,1000000,0.213087243,0.438254052
-41_145_1000000.0,308.59,-41,145,1000000,0.011411082,0.451902332
-41_147_1000000.0,283.13,-41,147,1000000,0.041794305,0.416508605
-41_148_1000000.0,285.05,-41,148,1000000,0.059581195,0.373812085
-41_173_1000000.0,303.08,-41,173,1000000,0.074355577,0.356442
-41_174_1000000.0,275.08,-41,174,1000000,0.009743726,0.415302541
-41_175_1000000.0,281.01,-41,175,1000000,0.044163461,0.432938491
-41_176_1000000.0,282.61,-41,176,1000000,0.094059959,0.4396772
-40_-73_1000000.0,321.53,-40,-73,1000000,0.224961125,0.356526458
-40_-72_1000000.0,327.67,-40,-72,1000000,0.042387332,0.35829748
-40_-71_1000000.0,271.16,-40,-71,1000000,1.542110097,0.325780548
-40_-70_1000000.0,268.55,-40,-70,1000000,2.535290353,0.325794815
-40_-69_1000000.0,265.42,-40,-69,1000000,2.543762499,0.338150637
-40_-68_1000000.0,265.53,-40,-68,1000000,1.774452035,0.360858795
-40_-67_1000000.0,273.39,-40,-67,1000000,2.406560454,0.344323849
-40_-66_1000000.0,268.76,-40,-66,1000000,0.765521253,0.403459246
-40_-65_1000000.0,268.8,-40,-65,1000000,0.691072702,0.418637424
-40_-64_1000000.0,274.14,-40,-64,1000000,0.745003527,0.406102363
-40_-63_1000000.0,276.63,-40,-63,1000000,0.591861125,0.40011616
-40_144_1000000.0,263.54,-40,144,1000000,0.015155138,0.44603881
-40_148_1000000.0,254.88,-40,148,1000000,0.02097645,0.435580297
-40_176_1000000.0,316.24,-40,176,1000000,0.648346402,0.37079523
-39_-73_1000000.0,302.5,-39,-73,1000000,0.383101738,0.347300783
-39_-72_1000000.0,310.03,-39,-72,1000000,0.199054668,0.366127815
-39_-71_1000000.0,268.87,-39,-71,1000000,1.13446218,0.324831645
-39_-70_1000000.0,261.63,-39,-70,1000000,2.679355956,0.323830741
-39_-69_1000000.0,264.97,-39,-69,1000000,2.404352927,0.325192907
-39_-68_1000000.0,266.88,-39,-68,1000000,2.0630847,0.333941621
-39_-67_1000000.0,268.63,-39,-67,1000000,2.293312864,0.345711234
-39_-66_1000000.0,270.39,-39,-66,1000000,2.020765895,0.352097411
-39_-65_1000000.0,271.52,-39,-65,1000000,1.332340846,0.367436487
-39_-64_1000000.0,276.13,-39,-64,1000000,1.192833789,0.351561042
-39_-63_1000000.0,277.63,-39,-63,1000000,1.038020988,0.355013574
-39_175_1000000.0,321.83,-39,175,1000000,0.247074071,0.375114036
-39_176_1000000.0,321.74,-39,176,1000000,0.268519003,0.371080818
-39_177_1000000.0,309.89,-39,177,1000000,0.230084394,0.363582014
-38_-73_1000000.0,293.84,-38,-73,1000000,0.229098728,0.347136268
-38_-72_1000000.0,292.66,-38,-72,1000000,0.264473184,0.350444873
-38_-71_1000000.0,256.92,-38,-71,1000000,1.629489093,0.323403044
-38_-70_1000000.0,253.73,-38,-70,1000000,3.066137479,0.325570867
-38_-69_1000000.0,259.29,-38,-69,1000000,2.403207585,0.330003709
-38_-68_1000000.0,262.21,-38,-68,1000000,2.31790874,0.333773657
-38_-67_1000000.0,265.59,-38,-67,1000000,1.848489061,0.345718376
-38_-66_1000000.0,268.28,-38,-66,1000000,1.139158214,0.356384498
-38_-65_1000000.0,268.99,-38,-65,1000000,0.821001853,0.364911797
-38_-64_1000000.0,273.49,-38,-64,1000000,1.092030191,0.348080319
-38_-63_1000000.0,270.76,-38,-63,1000000,0.43588886,0.390523973
-38_-62_1000000.0,276.07,-38,-62,1000000,0.487832135,0.347342147
-38_-61_1000000.0,279.74,-38,-61,1000000,0.61559416,0.368943531
-38_-60_1000000.0,282.76,-38,-60,1000000,0.339075528,0.402641655
-38_-59_1000000.0,288.54,-38,-59,1000000,0.209621887,0.404103347
-38_-58_1000000.0,287.74,-38,-58,1000000,0.22584067,0.415576081
-38_141_1000000.0,283.87,-38,141,1000000,0.082697755,0.4389137
-38_142_1000000.0,308.07,-38,142,1000000,0.308906619,0.410140854
-38_143_1000000.0,309.11,-38,143,1000000,0.27333894,0.409104682
-38_144_1000000.0,301.36,-38,144,1000000,0.423559135,0.402949591
-38_146_1000000.0,314.71,-38,146,1000000,0.325169855,0.37171198
-38_147_1000000.0,298,-38,147,1000000,0.350543409,0.366066266
-38_175_1000000.0,309.57,-38,175,1000000,0.473434982,0.373122277
-38_176_1000000.0,307.1,-38,176,1000000,0.439833531,0.370189981
-38_177_1000000.0,300.94,-38,177,1000000,0.126874344,0.361588208
-38_178_1000000.0,293.5,-38,178,1000000,0.187504783,0.360209474
-37_-73_1000000.0,276.75,-37,-73,1000000,0.211811404,0.331011231
-37_-72_1000000.0,281.12,-37,-72,1000000,0.575941916,0.348607486
-37_-71_1000000.0,253.42,-37,-71,1000000,1.299664734,0.317032846
-37_-70_1000000.0,238.86,-37,-70,1000000,3.031524098,0.319787487
-37_-69_1000000.0,250.75,-37,-69,1000000,1.595782619,0.327249947
-37_-68_1000000.0,256.78,-37,-68,1000000,1.736080586,0.333124763
-37_-67_1000000.0,262.89,-37,-67,1000000,1.54837284,0.342975009
-37_-66_1000000.0,265.46,-37,-66,1000000,1.205934697,0.358455079
-37_-65_1000000.0,269.63,-37,-65,1000000,1.298504779,0.335301031
-37_-64_1000000.0,271.34,-37,-64,1000000,0.599188444,0.343391686
-37_-63_1000000.0,274.06,-37,-63,1000000,0.324539929,0.346982728
-37_-62_1000000.0,276.65,-37,-62,1000000,0.483921206,0.346701607
-37_-61_1000000.0,277.85,-37,-61,1000000,1.114093229,0.348789583
-37_-60_1000000.0,284.31,-37,-60,1000000,0.903332641,0.355243888
-37_-59_1000000.0,289.29,-37,-59,1000000,0.811379792,0.351605064
-37_-58_1000000.0,292.84,-37,-58,1000000,1.034435934,0.351643715
-37_-57_1000000.0,288.4,-37,-57,1000000,0.490238462,0.367566528
-37_140_1000000.0,295.72,-37,140,1000000,0.26259678,0.400093706
-37_141_1000000.0,301.15,-37,141,1000000,0.513109419,0.362076952
-37_142_1000000.0,293.38,-37,142,1000000,0.516972947,0.362657484
-37_143_1000000.0,288.8,-37,143,1000000,0.496125811,0.349022759
-37_144_1000000.0,287.65,-37,144,1000000,0.752978577,0.338881479
-37_145_1000000.0,291.77,-37,145,1000000,0.741148174,0.340481276
-37_146_1000000.0,297.51,-37,146,1000000,0.433396354,0.357989509
-37_147_1000000.0,291.71,-37,147,1000000,0.056598494,0.347237605
-37_148_1000000.0,284.35,-37,148,1000000,0.075976452,0.350681232
-37_149_1000000.0,282.89,-37,149,1000000,0.384490965,0.348785065
-37_175_1000000.0,291.19,-37,175,1000000,0.367491293,0.362582389
-36_-72_1000000.0,270.71,-36,-72,1000000,0.813516333,0.331973321
-36_-71_1000000.0,258.62,-36,-71,1000000,1.814509423,0.323335554
-36_-70_1000000.0,235.08,-36,-70,1000000,3.505420263,0.312544155
-36_-69_1000000.0,245.09,-36,-69,1000000,1.450767733,0.322902487
-36_-68_1000000.0,252.62,-36,-68,1000000,1.622348728,0.330017443
-36_-67_1000000.0,259.43,-36,-67,1000000,1.45407075,0.342906184
-36_-66_1000000.0,263.17,-36,-66,1000000,1.321333296,0.348447433
-36_-65_1000000.0,268.09,-36,-65,1000000,1.087506708,0.339623519
-36_-64_1000000.0,270.86,-36,-64,1000000,0.128705244,0.340922131
-36_-63_1000000.0,273.42,-36,-63,1000000,0.154390572,0.340720607
-36_-62_1000000.0,275.33,-36,-62,1000000,0.575448642,0.344881426
-36_-61_1000000.0,279.59,-36,-61,1000000,1.02661754,0.353008418
-36_-60_1000000.0,282.52,-36,-60,1000000,1.046535471,0.355428953
-36_-59_1000000.0,285.38,-36,-59,1000000,1.056360984,0.351873901
-36_-58_1000000.0,289.73,-36,-58,1000000,1.038309512,0.364252787
-36_137_1000000.0,279.05,-36,137,1000000,0.092849202,0.390902266
-36_140_1000000.0,290.99,-36,140,1000000,0.677219577,0.360904572
-36_141_1000000.0,282.75,-36,141,1000000,0.69355603,0.362765122
-36_142_1000000.0,279.55,-36,142,1000000,0.215108646,0.349069894
-36_143_1000000.0,278.53,-36,143,1000000,0.689913188,0.351575109
-36_144_1000000.0,278.87,-36,144,1000000,0.716679095,0.334565103
-36_145_1000000.0,281.55,-36,145,1000000,0.554965935,0.335554477
-36_146_1000000.0,280.64,-36,146,1000000,0.270307868,0.336974318
-36_147_1000000.0,282.04,-36,147,1000000,0.402810628,0.338785486
-36_148_1000000.0,279.28,-36,148,1000000,0.285974267,0.338898757
-36_149_1000000.0,267.72,-36,149,1000000,0.768723535,0.344778254
-36_150_1000000.0,291.91,-36,150,1000000,0.107772638,0.364223887
-36_174_1000000.0,295.73,-36,174,1000000,0.399801854,0.383823446
-35_-72_1000000.0,267.22,-35,-72,1000000,0.637127222,0.322800284
-35_-71_1000000.0,267.32,-35,-71,1000000,1.099625524,0.326783907
-35_-70_1000000.0,230.07,-35,-70,1000000,3.225403041,0.305620575
-35_-69_1000000.0,246.32,-35,-69,1000000,2.210082169,0.322762787
-35_-68_1000000.0,255.44,-35,-68,1000000,2.350853617,0.335551197
-35_-67_1000000.0,258.96,-35,-67,1000000,2.740237904,0.342787819
-35_-66_1000000.0,262.37,-35,-66,1000000,1.508041003,0.344380716
-35_-65_1000000.0,268.19,-35,-65,1000000,0.722614065,0.34232194
-35_-64_1000000.0,271.27,-35,-64,1000000,0.150751956,0.345136515
-35_-63_1000000.0,273.82,-35,-63,1000000,0.383130163,0.346545767
-35_-62_1000000.0,276.17,-35,-62,1000000,0.615481074,0.347684024
-35_-61_1000000.0,280.15,-35,-61,1000000,0.587419636,0.345053116
-35_-60_1000000.0,282.29,-35,-60,1000000,0.500555298,0.356725314
-35_-59_1000000.0,285.75,-35,-59,1000000,0.990040754,0.368099688
-35_-58_1000000.0,282.7,-35,-58,1000000,0.625784407,0.357352997
-35_117_1000000.0,295.26,-35,117,1000000,0.101115671,0.363445112
-35_118_1000000.0,291.7,-35,118,1000000,0.228429097,0.404036591
-35_137_1000000.0,269.34,-35,137,1000000,0.036869336,0.410230764
-35_139_1000000.0,277.41,-35,139,1000000,0.743406278,0.338541402
-35_140_1000000.0,276.72,-35,140,1000000,0.998542146,0.338898331
-35_141_1000000.0,273.49,-35,141,1000000,0.86694256,0.334055861
-35_142_1000000.0,270.77,-35,142,1000000,0.772610243,0.333620453
-35_143_1000000.0,269.72,-35,143,1000000,1.143304345,0.330022427
-35_144_1000000.0,270.55,-35,144,1000000,1.127625695,0.330500334
-35_145_1000000.0,268.97,-35,145,1000000,1.150448892,0.328853408
-35_146_1000000.0,269.93,-35,146,1000000,0.964934013,0.329380577
-35_147_1000000.0,271.66,-35,147,1000000,0.262690935,0.332278777
-35_148_1000000.0,273.96,-35,148,1000000,0.442086734,0.333736424
-35_149_1000000.0,270.76,-35,149,1000000,0.839020125,0.334279788
-35_150_1000000.0,278.42,-35,150,1000000,0.648001916,0.349834973
-34_-71_1000000.0,257.89,-34,-71,1000000,0.979356171,0.325472051
-34_-70_1000000.0,226.21,-34,-70,1000000,2.224223999,0.299542542
-34_-69_1000000.0,242.72,-34,-69,1000000,1.934230746,0.324188414
-34_-68_1000000.0,257.6,-34,-68,1000000,2.220671236,0.335213614
-34_-67_1000000.0,261.85,-34,-67,1000000,2.210416926,0.345384123
-34_-66_1000000.0,262.99,-34,-66,1000000,1.481993686,0.343887784
-34_-65_1000000.0,268.81,-34,-65,1000000,0.22246935,0.343398212
-34_-64_1000000.0,274.92,-34,-64,1000000,0.244438904,0.347538379
-34_-63_1000000.0,278.47,-34,-63,1000000,0.393169893,0.348336006
-34_-62_1000000.0,279.29,-34,-62,1000000,0.084915683,0.345660945
-34_-61_1000000.0,282.8,-34,-61,1000000,0.056168045,0.365503639
-34_-60_1000000.0,287.18,-34,-60,1000000,0.097739116,0.370243525
-34_-59_1000000.0,290.87,-34,-59,1000000,0.592908162,0.370328438
-34_-58_1000000.0,288.81,-34,-58,1000000,0.634235664,0.365692159
-34_-57_1000000.0,294.78,-34,-57,1000000,1.093166768,0.366866125
-34_-56_1000000.0,300.13,-34,-56,1000000,1.106855822,0.369935565
-34_-55_1000000.0,303.3,-34,-55,1000000,1.069443183,0.3684689
-34_-54_1000000.0,300.1,-34,-54,1000000,0.18723013,0.36296044
-34_19_1000000.0,267.39,-34,19,1000000,0.211559674,0.338566663
-34_20_1000000.0,269.79,-34,20,1000000,0.621734121,0.340734485
-34_21_1000000.0,270.51,-34,21,1000000,0.033973257,0.346951293
-34_22_1000000.0,267.34,-34,22,1000000,0.003593282,0.34246687
-34_23_1000000.0,265.33,-34,23,1000000,0.017519078,0.341829986
-34_24_1000000.0,265.94,-34,24,1000000,0.069838327,0.346561857
-34_115_1000000.0,274.92,-34,115,1000000,0.009793661,0.41402178
-34_116_1000000.0,281.11,-34,116,1000000,0.380309514,0.34399732
-34_117_1000000.0,277.16,-34,117,1000000,0.489633298,0.346657465
-34_118_1000000.0,275.78,-34,118,1000000,0.242179443,0.345624721
-34_119_1000000.0,276.73,-34,119,1000000,0.287521633,0.339198412
-34_136_1000000.0,284.1,-34,136,1000000,0.212629009,0.335811129
-34_138_1000000.0,270.92,-34,138,1000000,0.058416696,0.336308779
-34_139_1000000.0,266.48,-34,139,1000000,0.924477255,0.329679429
-34_140_1000000.0,266.29,-34,140,1000000,1.724995818,0.33072446
-34_141_1000000.0,264.24,-34,141,1000000,1.291044938,0.335116603
-34_142_1000000.0,262.35,-34,142,1000000,2.106223643,0.325662464
-34_143_1000000.0,261.86,-34,143,1000000,1.544263957,0.325273892
-34_144_1000000.0,261.05,-34,144,1000000,1.644857601,0.324089741
-34_145_1000000.0,260.73,-34,145,1000000,1.284176577,0.323391671
-34_146_1000000.0,262.58,-34,146,1000000,1.238541512,0.325997196
-34_147_1000000.0,262.99,-34,147,1000000,0.806951914,0.328291126
-34_148_1000000.0,264.5,-34,148,1000000,0.334901153,0.331563333
-34_149_1000000.0,267.63,-34,149,1000000,0.883680769,0.332417397
-34_150_1000000.0,273.74,-34,150,1000000,0.576948727,0.346958897
-34_151_1000000.0,274.33,-34,151,1000000,0.247543104,0.352843477
-33_-71_1000000.0,246.75,-33,-71,1000000,1.043217953,0.324527144
-33_-70_1000000.0,219.19,-33,-70,1000000,1.793726519,0.297560714
-33_-69_1000000.0,242.22,-33,-69,1000000,2.150959488,0.326905888
-33_-68_1000000.0,254.56,-33,-68,1000000,1.134229354,0.336213859
-33_-67_1000000.0,257.17,-33,-67,1000000,1.202437633,0.343887821
-33_-66_1000000.0,257.97,-33,-66,1000000,1.730681135,0.337723079
-33_-65_1000000.0,264.28,-33,-65,1000000,0.673255496,0.341139402
-33_-64_1000000.0,275.56,-33,-64,1000000,0.025855535,0.347843229
-33_-63_1000000.0,279.33,-33,-63,1000000,0.067841999,0.34739522
-33_-62_1000000.0,281.86,-33,-62,1000000,0.031724768,0.353057409
-33_-61_1000000.0,285.92,-33,-61,1000000,0.033956151,0.361158669
-33_-60_1000000.0,290.37,-33,-60,1000000,0.20162663,0.351217975
-33_-59_1000000.0,292.6,-33,-59,1000000,0.974387999,0.36019576
-33_-58_1000000.0,295.48,-33,-58,1000000,0.782978103,0.360947644
-33_-57_1000000.0,299.54,-33,-57,1000000,1.010877654,0.361223278
-33_-56_1000000.0,301.12,-33,-56,1000000,0.9769745,0.362910623
-33_-55_1000000.0,301.25,-33,-55,1000000,0.633116732,0.394954168
-33_-54_1000000.0,311.65,-33,-54,1000000,0.674716032,0.373449315
-33_-53_1000000.0,295.58,-33,-53,1000000,0.259266593,0.385086382
-33_18_1000000.0,255.98,-33,18,1000000,0.077376293,0.325540434
-33_19_1000000.0,252.26,-33,19,1000000,0.532912586,0.325928744
-33_20_1000000.0,245.41,-33,20,1000000,2.944343185,0.322129645
-33_21_1000000.0,247.67,-33,21,1000000,1.882578748,0.322018749
-33_22_1000000.0,251.42,-33,22,1000000,1.660990691,0.329739368
-33_23_1000000.0,251.9,-33,23,1000000,1.737732546,0.328936603
-33_24_1000000.0,257.42,-33,24,1000000,2.536536308,0.336832407
-33_25_1000000.0,262.13,-33,25,1000000,2.071394265,0.341702095
-33_26_1000000.0,271.06,-33,26,1000000,1.342858631,0.35139197
-33_27_1000000.0,278.34,-33,27,1000000,0.916593444,0.357655844
-33_116_1000000.0,263.35,-33,116,1000000,0.666234856,0.333377996
-33_117_1000000.0,263.48,-33,117,1000000,0.25586866,0.331849801
-33_118_1000000.0,262.28,-33,118,1000000,0.207337787,0.337648676
-33_119_1000000.0,262.4,-33,119,1000000,0.519850448,0.333548503
-33_120_1000000.0,265.69,-33,120,1000000,0.994248296,0.332586044
-33_121_1000000.0,270.47,-33,121,1000000,0.729829291,0.339529285
-33_122_1000000.0,270.24,-33,122,1000000,0.78288703,0.340313225
-33_123_1000000.0,272.27,-33,123,1000000,0.327052005,0.341071236
-33_124_1000000.0,275.62,-33,124,1000000,0.237211558,0.347840549
-33_135_1000000.0,275,-33,135,1000000,0.737282836,0.334425528
-33_136_1000000.0,271.13,-33,136,1000000,0.965355392,0.32977548
-33_137_1000000.0,265.43,-33,137,1000000,1.967826,0.331046308
-33_138_1000000.0,263.83,-33,138,1000000,0.718156997,0.328353059
-33_139_1000000.0,257.19,-33,139,1000000,1.86425808,0.325873187
-33_140_1000000.0,255.67,-33,140,1000000,3.150077185,0.328129308
-33_141_1000000.0,255.71,-33,141,1000000,2.40074497,0.324669166
-33_142_1000000.0,253.96,-33,142,1000000,3.050354035,0.322521328
