node_id,demand,delivered,unmet,served_pct
oft_f1,12.290223253307015,4.036452014989951,8.253771238317064,32.842788383879316
oft_f2,12.290223253307015,12.290223253307015,0.0,100.0
oft_f3,12.290223253307015,12.290223253307015,0.0,100.0
oft_f4,9.068514245158575,9.068514245158575,0.0,100.0
oft_f5,9.068514245158575,9.068514245158575,0.0,100.0
oft_f6,9.068514245158575,9.068514245158575,0.0,100.0
oft_f7,5.966127792867484,5.966127792867484,0.0,100.0
oft_f8,5.966127792867484,3.4593422503947844,2.5067855424726995,57.983039762078754
oft_f9,10.73903002716147,10.73903002716147,0.0,99.99999999999999
oft_f10,3.9376443432925394,3.9376443432925394,0.0,100.0
oft_f11,3.9376443432925394,3.9376443432925394,0.0,100.0
oft_f12,3.9376443432925394,3.9376443432925394,0.0,100.0
oft_f13,7.15935335144098,1.6487481080543684,5.510605243386611,23.029288081199695
oft_steel1,104.93326332329876,0.0,104.93326332329876,0.0
oft_steel2,104.93326332329876,0.0,104.93326332329876,0.0
oft_steel3,104.93326332329876,2.535579076358477,102.39768424694029,2.4163730318253545
oft_steel4,24.690179605482058,0.0,24.690179605482058,0.0
oft_steel5,24.690179605482058,0.0,24.690179605482058,0.0
oft_steel6,24.690179605482058,24.690179605482058,0.0,100.0
oft_steel7,24.690179605482058,24.690179605482058,0.0,100.0
oft_steel8,33.94899695753783,33.94899695753783,0.0,100.0
oft_steel9,33.94899695753783,33.94899695753783,0.0,100.0
oft_steel10,15.431362253426286,15.431362253426286,0.0,100.0
oft_steel11,15.431362253426286,15.431362253426286,0.0,100.0
oft_steel12,12.345089802741029,12.345089802741029,0.0,100.0
oft_sh1,312.75719999999995,224.82988384594043,87.92731615405953,71.88639745014358
oft_sh2,23.616359999999997,23.616359999999997,0.0,100.0
oft_sh3,56.168639999999996,56.168639999999996,0.0,100.0
oft_sh4,42.76476,42.76476,0.0,100.00000000000001
oft_sh5,41.4882,0.0,41.4882,0.0
oft_sh6,37.02024,37.02024,0.0,100.0
oft_sh7,35.74368,0.0,35.74368,0.0
oft_sh8,32.552279999999996,32.552279999999996,0.0,100.0
oft_sh9,29.360879999999998,3.4591239010394412,25.901756098960558,11.78140403502702
oft_sh10,26.807760000000002,26.807760000000002,0.0,100.0
