node_id,produced,capacity
p0,32.65335053659393,32.65335053659393
p1,3.704451067820164,3.704451067820164
p2,59.2173382395768,160.95502398535885
p3,53.44101474407382,53.44101474407382
p4,2.892953430477576,2.892953430477576
p5,27.02085333204691,27.02085333204691
p7,233.63251034442445,233.63251034442445
p8,50.04634084315495,50.04634084315495
p10,180.59269020077795,180.59269020077795
p11,36.370466817872995,36.370466817872995
p13,2.3410114202324475,2.3410114202324475
p14,1.9009846372182546,1.9009846372182546
p15,32.303682806527235,33.57485542998318
p16,5.116278959488727,5.116278959488727
p17,3.554033031908037,3.554033031908037
p18,41.71549241443973,41.71549241443973
p19,37.17269651195042,37.17269651195042
p20,5.918484225135359,5.918484225135359
p21,75.53424883262021,75.53424883262021
p22,17.107637745251484,17.107637745251484
p23,0.0,11.40153342784285
p24,21.246721168242793,21.246721168242793
p25,26.145968744351258,26.145968744351258
p28,80.79293972670375,80.79293972670375
p29,3.297496216108737,3.297496216108737
p30,1.4966820647759305,1.4966820647759305
p32,5.782241555426842,5.782241555426842
p33,2.6961764664897654,2.6961764664897654
p34,6.9182478020788825,6.9182478020788825
p35,0.0,16.30234054562793
p37,38.078870934478545,38.078870934478545
p38,1.6847196500795454,1.6847196500795454
p39,5.071158152716954,5.071158152716954
p40,11.343089107474395,11.343089107474395
p41,10.419173617649614,10.419173617649614
p42,11.885423698307374,11.885423698307374
p43,11.37869006323079,11.37869006323079
p45,17.15510340255549,17.15510340255549
p47,99.77128994372775,99.77128994372775
p49,11.265588650115639,11.265588650115639
