node_id,produced,capacity
p0,16.37332291192067,16.37332291192067
p1,1.8575176068641106,1.8575176068641106
p2,0.0,80.70744774122994
p3,26.79685167881416,26.79685167881416
p4,1.4506095058537563,1.4506095058537563
p5,13.549027885069236,13.549027885069236
p7,0.0,117.15001590127568
p8,25.094665194210553,25.094665194210553
p10,0.0,90.55433465781866
p11,0.0,18.23719121867632
p13,1.173850012145127,1.173850012145127
p14,0.9532080109480102,0.9532080109480102
p15,0.0,16.83539179417728
p16,2.5654484496864898,2.5654484496864898
p17,1.7820937059996014,1.7820937059996014
p18,20.91733976781192,20.91733976781192
p19,18.639452108135135,18.639452108135135
p20,2.9676970900321584,2.9676970900321584
p21,37.87503048607099,37.87503048607099
p22,8.578258355118958,8.578258355118958
p23,0.0,5.717054618818343
p24,10.653713042933171,10.653713042933171
p25,13.110335756096127,13.110335756096127
p28,0.0,40.51188834867574
p29,1.653458816934524,1.653458816934524
p30,0.7504791496233593,0.7504791496233593
p32,2.8993811227926023,2.8993811227926023
p33,1.3519399139112966,1.3519399139112966
p34,3.4690071121852677,3.4690071121852677
p35,0.0,8.174459330736292
p37,19.093833854288526,19.093833854288526
p38,0.0,0.8447665673970287
p39,2.5428235880052155,2.5428235880052155
p40,5.687748966747875,5.687748966747875
p41,5.224471342564306,5.224471342564306
p42,5.959691025865554,5.959691025865554
p43,0.0,5.705600303134296
p45,3.713013824488771,8.602058991852825
p47,0.0,50.0281753860692
p49,5.6488880231294125,5.6488880231294125
