node_id,produced,capacity
p0,2.292059911199628,2.292059911199628
p1,1.5409129960752972,1.5409129960752972
p2,0.0,0.4241737497780684
p3,1.549950054354362,1.549950054354362
p4,6.093172476266842,6.093172476266842
p5,0.27856904312718334,0.27856904312718334
p6,5.292965253664957,5.292965253664957
p7,6.373821299064502,6.373821299064502
p8,0.27536038708000254,0.27536038708000254
p9,13.04017368896805,13.04017368896805
p10,0.8932335814752542,0.8932335814752542
p11,0.0,64.65662057007137
p12,0.3872551886664683,0.3872551886664683
p13,1.0170077396185702,1.0170077396185702
p14,4.89001300658776,4.89001300658776
p15,0.07205520016370379,0.07205520016370379
p16,0.6334697680450422,0.6334697680450422
p17,3.195386293371838,3.195386293371838
p18,1.24310372132201,1.24310372132201
p19,2.189226162628783,2.189226162628783
p20,2.315299216639736,2.315299216639736
p21,0.061705497429071,0.061705497429071
p22,2.555591749064858,2.555591749064858
p23,0.3865403802654351,0.3865403802654351
p24,1.5258760634508828,1.5258760634508828
p25,6.837242905356574,6.837242905356574
p26,0.47155572269988705,0.47155572269988705
p27,6.079173631780634,6.079173631780634
p28,1.3351398954113947,1.3351398954113947
p29,25.273581635581507,25.273581635581507
p30,0.0,3.5871767367133027
p31,11.631893983458182,11.631893983458182
p32,0.6296663275414408,0.6296663275414408
p33,0.6321897559888241,0.6321897559888241
p34,0.0,13.948391474763238
p35,1.195142931315471,1.195142931315471
p36,0.26720830366941023,0.26720830366941023
p37,0.0,1.850256842940305
p38,4.48197064955777,4.48197064955777
p39,2.305365831612886,2.305365831612886
p40,1.8369957940161505,1.8369957940161505
p41,6.988065925278862,6.988065925278862
p42,0.16797049131380112,0.16797049131380112
p43,0.11693328502995658,0.11693328502995658
p44,0.18312864255010347,0.18312864255010347
p45,0.5384292466128988,0.5384292466128988
p46,1.0290492008614254,1.0290492008614254
p47,0.2546467840751775,0.2546467840751775
p48,0.8471853183867053,0.8471853183867053
p49,0.4334088803908272,0.4334088803908272
p50,1.1755912968779385,1.1755912968779385
p51,0.08630426971650733,0.08630426971650733
p52,2.2484722821018313,2.2484722821018313
p53,3.0745472665573277,3.0745472665573277
p54,5.425399206692473,5.425399206692473
p55,14.378173410562088,14.378173410562088
p56,2.109284723005564,2.109284723005564
p57,0.9293213484582268,0.9293213484582268
p58,0.25837269500954824,0.25837269500954824
p59,11.329137721332136,11.329137721332136
p60,0.7951475940587626,0.7951475940587626
p61,0.6401494279578053,0.6401494279578053
p62,0.9648728440314592,0.9648728440314592
p63,2.2753743023432036,2.2753743023432036
p64,0.583607848320665,0.583607848320665
p65,0.6209001531666488,0.6209001531666488
p66,0.332838963327966,0.332838963327966
p67,2.3769982784319748,2.3769982784319748
p68,2.096793217542948,2.096793217542948
p69,0.0,1.6180763142249615
p70,1.8556879914607691,1.8556879914607691
p71,0.06282277727756701,0.06282277727756701
p72,0.6041746659975085,0.6041746659975085
p73,7.127942278660038,7.127942278660038
p74,0.13275079686454308,0.13275079686454308
p75,3.915439097363434,3.915439097363434
p76,0.0,7.1915809794248045
p77,14.017114100936292,14.017114100936292
p78,0.0,1.3372072529739834
p79,10.197142540568684,10.197142540568684
p80,7.580325245588576,7.580325245588576
p81,5.253528492020877,15.335738352291804
p82,0.09694323167945196,0.09694323167945196
p83,0.566206486063271,0.566206486063271
p84,0.3857344257833226,0.3857344257833226
p85,0.0,9.661360541666157
p86,0.0,1.3097873689260044
p87,1.380536576373628,1.380536576373628
p88,0.061347384428262784,0.061347384428262784
p89,1.9177950159104593,1.9177950159104593
p90,1.1208210047015075,1.1208210047015075
p91,6.372288354586803,6.372288354586803
p92,2.1348944183887704,2.1348944183887704
p93,0.1959049362765873,0.1959049362765873
p94,0.14052614203512512,0.14052614203512512
p95,0.24069713972950108,0.24069713972950108
p96,0.31980397419985984,0.31980397419985984
p97,0.16231782395656635,0.16231782395656635
p98,7.602013513839405,7.602013513839405
p99,5.548419223040869,5.548419223040869
